DATE,DPRIME,DTWEXBGS,GVZCLS,HQMCB10YRP,HQMCB10YR,OVXCLS,STLFSI4,T5YIE,T10Y2Y,TB3MS,VIXCLS,AAA,DEXUSEU,SP500
02-05-2019,5.5,114.044,10.14,3.91,4.01,34.57,-0.1811,1.72,0.18,2.39,15.57,3.79,1.1406,2737.7
02-06-2019,5.5,114.2311,9.76,3.91,4.01,33.02,-0.1811,1.71,0.18,2.39,15.38,3.79,1.138,2731.61
02-07-2019,5.5,114.4344,9.72,3.91,4.01,34.34,-0.1811,1.69,0.17,2.39,16.37,3.79,1.1357,2706.05
02-08-2019,5.5,114.5011,9.89,3.91,4.01,32.56,-0.3252,1.69,0.18,2.39,15.72,3.79,1.1326,2707.88
02-11-2019,5.5,115.0324,10.18,3.91,4.01,33.34,-0.3252,1.69,0.17,2.39,15.97,3.79,1.1277,2709.8
02-12-2019,5.5,114.7314,10.03,3.91,4.01,32.69,-0.3252,1.71,0.18,2.39,15.43,3.79,1.1316,2744.73
2/13/2019,5.5,114.9424,9.55,3.91,4.01,32.26,-0.3252,1.76,0.18,2.39,15.65,3.79,1.1288,2753.03
2/14/2019,5.5,115.102,9.92,3.91,4.01,32.1,-0.3252,1.74,0.16,2.39,16.22,3.79,1.1284,2745.73
2/15/2019,5.5,114.9934,10.16,3.91,4.01,29.46,-0.401,1.75,0.14,2.39,14.91,3.79,1.1268,2775.6
2/19/2019,5.5,114.5711,11.39,3.91,4.01,31,-0.401,1.76,0.15,2.39,14.88,3.79,1.1328,2779.76
2/21/2019,5.5,114.5105,10.29,3.91,4.01,30.16,-0.401,1.8,0.16,2.39,14.46,3.79,1.1338,2774.88
2/22/2019,5.5,114.2727,10.02,3.91,4.01,29.85,-0.559,1.82,0.17,2.39,13.51,3.79,1.1342,2792.67
2/25/2019,5.5,114.1467,9.91,3.91,4.01,32.69,-0.559,1.82,0.16,2.39,14.85,3.79,1.1345,2796.11
2/26/2019,5.5,114.0697,9.86,3.91,4.01,31.57,-0.559,1.82,0.16,2.39,15.17,3.79,1.1374,2793.9
2/27/2019,5.5,114.0372,9.72,3.91,4.01,31.01,-0.559,1.84,0.19,2.39,14.7,3.79,1.137,2792.38
2/28/2019,5.5,114.2006,9.52,3.91,4.01,30.27,-0.559,1.84,0.21,2.39,14.7,3.79,1.1379,2784.49
03-01-2019,5.5,114.5385,10.2,3.77,3.87,30.31,-0.6293,1.85,0.21,2.4,13.57,3.77,1.1376,2803.69
03-04-2019,5.5,114.6938,10.26,3.77,3.87,30.2,-0.6293,1.84,0.17,2.4,14.63,3.77,1.1328,2792.81
03-05-2019,5.5,114.8054,10.1,3.77,3.87,30.21,-0.6293,1.83,0.17,2.4,14.74,3.77,1.13,2789.65
03-06-2019,5.5,114.9732,10.13,3.77,3.87,29.69,-0.6293,1.81,0.17,2.4,15.74,3.77,1.132,2771.45
03-07-2019,5.5,115.4939,10.36,3.77,3.87,30.43,-0.6293,1.8,0.17,2.4,16.59,3.77,1.1214,2748.93
03-08-2019,5.5,115.362,10.51,3.77,3.87,29.77,-0.5061,1.8,0.17,2.4,16.05,3.77,1.1243,2743.07
03-11-2019,5.5,115.2988,10.18,3.77,3.87,29.18,-0.5061,1.82,0.17,2.4,14.33,3.77,1.1226,2783.3
03-12-2019,5.5,114.941,10.08,3.77,3.87,28.56,-0.5061,1.81,0.16,2.4,13.77,3.77,1.1276,2791.52
3/13/2019,5.5,114.7396,10.14,3.77,3.87,28.13,-0.5061,1.84,0.16,2.4,13.41,3.77,1.131,2810.92
3/14/2019,5.5,114.7926,10.08,3.77,3.87,27.22,-0.5061,1.85,0.17,2.4,13.5,3.77,1.1304,2808.48
3/15/2019,5.5,114.5843,10.01,3.77,3.87,26.27,-0.5926,1.86,0.16,2.4,12.88,3.77,1.1326,2822.48
3/18/2019,5.5,114.4404,9.79,3.77,3.87,26.48,-0.5926,1.88,0.15,2.4,13.1,3.77,1.1337,2832.94
3/19/2019,5.5,114.2348,9.82,3.77,3.87,28.44,-0.5926,1.85,0.15,2.4,13.56,3.77,1.1346,2832.57
3/20/2019,5.5,114.1532,10.15,3.77,3.87,27.21,-0.5926,1.88,0.14,2.4,13.91,3.77,1.1352,2824.23
3/21/2019,5.5,114.1708,10.2,3.77,3.87,27.14,-0.5926,1.86,0.13,2.4,13.63,3.77,1.1361,2854.88
3/22/2019,5.5,114.6879,10.31,3.77,3.87,27.78,-0.601,1.8,0.13,2.4,16.48,3.77,1.1282,2800.71
3/25/2019,5.5,114.4193,10.77,3.77,3.87,29.32,-0.601,1.77,0.17,2.4,16.33,3.77,1.1324,2798.36
3/26/2019,5.5,114.6438,10.18,3.77,3.87,27.92,-0.601,1.75,0.17,2.4,14.68,3.77,1.128,2818.46
3/27/2019,5.5,115.127,10.36,3.77,3.87,28.11,-0.601,1.74,0.17,2.4,15.15,3.77,1.125,2805.37
3/28/2019,5.5,115.2609,10.35,3.77,3.87,28.52,-0.601,1.72,0.16,2.4,14.43,3.77,1.1236,2815.44
3/29/2019,5.5,115.1398,9.94,3.77,3.87,26.75,-0.3185,1.78,0.14,2.4,13.71,3.77,1.1228,2834.4
04-01-2019,5.5,114.9384,10.13,3.66,3.75,26.23,-0.3185,1.82,0.16,2.38,13.4,3.69,1.121,2867.19
04-02-2019,5.5,115.1199,9.81,3.66,3.75,26.28,-0.3185,1.81,0.18,2.38,13.36,3.69,1.1186,2867.24
04-03-2019,5.5,114.7238,9.69,3.66,3.75,25.57,-0.3185,1.81,0.19,2.38,13.74,3.69,1.1242,2873.4
04-04-2019,5.5,114.9722,9.92,3.66,3.75,25.22,-0.3185,1.81,0.18,2.38,13.58,3.69,1.1216,2879.39
04-05-2019,5.5,114.9749,9.65,3.66,3.75,24,-0.7298,1.79,0.15,2.38,12.82,3.69,1.1217,2892.74
04-08-2019,5.5,114.6914,9.71,3.66,3.75,24.33,-0.7298,1.81,0.16,2.38,13.18,3.69,1.1262,2895.77
04-09-2019,5.5,114.5342,9.55,3.66,3.75,24.66,-0.7298,1.8,0.16,2.38,14.28,3.69,1.1278,2878.2
04-10-2019,5.5,114.429,9.45,3.66,3.75,24.68,-0.7298,1.83,0.17,2.38,13.3,3.69,1.1266,2888.21
04-11-2019,5.5,114.6325,9.59,3.66,3.75,25.7,-0.7298,1.82,0.16,2.38,13.02,3.69,1.1262,2888.32
04-12-2019,5.5,114.3553,9.28,3.66,3.75,25.7,-0.6953,1.86,0.16,2.38,12.01,3.69,1.1304,2907.41
4/15/2019,5.5,114.4972,9.57,3.66,3.75,25.51,-0.6953,1.85,0.15,2.38,12.32,3.69,1.1304,2905.58
4/16/2019,5.5,114.6781,9.78,3.66,3.75,25.57,-0.6953,1.86,0.19,2.38,12.18,3.69,1.1293,2907.06
4/17/2019,5.5,114.5163,9.39,3.66,3.75,25.19,-0.6953,1.84,0.19,2.38,12.6,3.69,1.1297,2900.45
4/18/2019,5.5,114.7093,8.96,3.66,3.75,24.45,-0.6953,1.86,0.19,2.38,12.09,3.69,1.1241,2905.03
4/22/2019,5.5,114.7715,9.56,3.66,3.75,26.07,-0.8192,1.87,0.21,2.38,12.42,3.69,1.1258,2907.97
4/23/2019,5.5,115.1599,9.54,3.66,3.75,26.56,-0.8192,1.87,0.21,2.38,12.28,3.69,1.1213,2933.68
4/24/2019,5.5,115.4207,9.48,3.66,3.75,25.28,-0.8192,1.87,0.21,2.38,13.14,3.69,1.1192,2927.25
4/25/2019,5.5,115.7727,9.35,3.66,3.75,25.57,-0.8192,1.86,0.21,2.38,13.25,3.69,1.114,2926.17
4/26/2019,5.5,115.4784,9.28,3.66,3.75,31.24,-0.6584,1.86,0.23,2.38,12.73,3.69,1.1154,2939.88
4/29/2019,5.5,115.5248,9.46,3.66,3.75,29.04,-0.6584,1.86,0.24,2.38,13.11,3.69,1.1166,2943.03
4/30/2019,5.5,115.3303,9.32,3.66,3.75,29.31,-0.6584,1.85,0.24,2.38,13.12,3.69,1.1201,2945.83
05-01-2019,5.5,115.0044,9.19,3.53,3.61,29.41,-0.6584,1.83,0.21,2.35,14.8,3.67,1.1246,2923.73
05-02-2019,5.5,115.5641,9.08,3.53,3.61,30.49,-0.6584,1.78,0.2,2.35,14.42,3.67,1.1184,2917.52
05-03-2019,5.5,115.267,8.89,3.53,3.61,29.88,-0.7021,1.8,0.21,2.35,12.87,3.67,1.1186,2945.64
05-06-2019,5.5,115.3835,9.26,3.53,3.61,30.91,-0.7021,1.81,0.2,2.35,15.44,3.67,1.1197,2932.47
05-07-2019,5.5,115.6139,9.74,3.53,3.61,34.07,-0.7021,1.76,0.17,2.35,19.32,3.67,1.1178,2884.05
05-08-2019,5.5,115.5196,9.78,3.53,3.61,32.23,-0.7021,1.75,0.19,2.35,19.4,3.67,1.1206,2879.42
05-09-2019,5.5,115.8448,9.96,3.53,3.61,32.48,-0.7021,1.73,0.19,2.35,19.1,3.67,1.1228,2870.72
05-10-2019,5.5,115.5362,9.33,3.53,3.61,32.8,-0.4112,1.75,0.21,2.35,16.04,3.67,1.1241,2881.4
5/13/2019,5.5,115.9177,10.51,3.53,3.61,34.6,-0.4112,1.73,0.22,2.35,20.55,3.67,1.1232,2811.87
5/14/2019,5.5,115.9454,9.76,3.53,3.61,32.13,-0.4112,1.75,0.22,2.35,18.06,3.67,1.1207,2834.41
5/15/2019,5.5,115.8596,9.45,3.53,3.61,29.26,-0.4112,1.74,0.21,2.35,16.44,3.67,1.1208,2850.96
5/16/2019,5.5,116.0379,9.16,3.53,3.61,29.42,-0.4112,1.75,0.2,2.35,15.29,3.67,1.1178,2876.32
5/17/2019,5.5,116.4516,9.16,3.53,3.61,29.44,-0.381,1.71,0.19,2.35,15.96,3.67,1.1166,2859.53
5/20/2019,5.5,116.3161,9.16,3.53,3.61,27.63,-0.381,1.71,0.2,2.35,16.31,3.67,1.117,2840.23
5/21/2019,5.5,116.2883,8.99,3.53,3.61,26.93,-0.381,1.72,0.17,2.35,14.95,3.67,1.1158,2864.36
5/22/2019,5.5,116.2449,9.04,3.53,3.61,28.19,-0.381,1.68,0.16,2.35,14.75,3.67,1.1156,2856.27
5/23/2019,5.5,116.2404,9.47,3.53,3.61,33.79,-0.381,1.62,0.19,2.35,16.92,3.67,1.1172,2822.24
5/24/2019,5.5,116.0844,9,3.53,3.61,33.19,-0.5111,1.62,0.16,2.35,15.85,3.67,1.1197,2826.06
5/28/2019,5.5,116.3213,9.2,3.53,3.61,34.36,-0.5111,1.58,0.14,2.35,17.5,3.67,1.1177,2802.39
5/29/2019,5.5,116.5569,8.88,3.53,3.61,36.43,-0.5111,1.59,0.16,2.35,17.9,3.67,1.1136,2783.02
5/30/2019,5.5,116.4021,9.3,3.53,3.61,39.62,-0.5111,1.59,0.16,2.35,17.3,3.67,1.114,2788.86
5/31/2019,5.5,116.7313,10.33,3.53,3.61,46.91,-0.1912,1.58,0.19,2.35,18.71,3.67,1.1149,2752.06
06-03-2019,5.5,116.481,11.79,3.27,3.35,46.78,-0.1912,1.56,0.25,2.17,18.86,3.42,1.1206,2744.45
06-04-2019,5.5,116.0953,10.66,3.27,3.35,43.46,-0.1912,1.59,0.24,2.17,16.97,3.42,1.1236,2803.27
06-05-2019,5.5,116.0342,11.26,3.27,3.35,45.19,-0.1912,1.59,0.29,2.17,16.09,3.42,1.1242,2826.15
06-06-2019,5.5,115.9821,11.62,3.27,3.35,40.66,-0.1912,1.58,0.24,2.17,15.93,3.42,1.1294,2843.49
06-07-2019,5.5,115.742,11.41,3.27,3.35,38.75,-0.2125,1.61,0.24,2.17,16.3,3.42,1.1324,2873.34
06-10-2019,5.5,115.5046,10.87,3.27,3.35,39.12,-0.2125,1.6,0.25,2.17,15.94,3.42,1.1311,2886.73
06-11-2019,5.5,115.3837,10.52,3.27,3.35,38.69,-0.2125,1.57,0.22,2.17,15.99,3.42,1.1316,2885.72
06-12-2019,5.5,115.4422,11.06,3.27,3.35,43.06,-0.2125,1.53,0.25,2.17,15.91,3.42,1.131,2879.84
6/13/2019,5.5,115.6316,11.68,3.27,3.35,41.56,-0.2125,1.51,0.27,2.17,15.82,3.42,1.1275,2891.64
6/14/2019,5.5,115.9094,11.9,3.27,3.35,42.89,-0.4716,1.48,0.25,2.17,15.28,3.42,1.1217,2886.98
6/17/2019,5.5,115.9722,11.99,3.27,3.35,46.15,-0.4716,1.45,0.23,2.17,15.35,3.42,1.1235,2889.67
6/18/2019,5.5,115.8833,12.4,3.27,3.35,43.43,-0.4716,1.49,0.2,2.17,15.15,3.42,1.1196,2917.75
6/19/2019,5.5,115.7926,12.41,3.27,3.35,40.79,-0.4716,1.53,0.29,2.17,14.33,3.42,1.1214,2926.46
6/20/2019,5.5,114.8081,15.69,3.27,3.35,41.66,-0.4716,1.58,0.29,2.17,14.75,3.42,1.1284,2954.18
6/21/2019,5.5,114.8413,15.54,3.27,3.35,42.13,-0.3572,1.6,0.3,2.17,15.4,3.42,1.1328,2950.46
6/24/2019,5.5,114.6602,16.8,3.27,3.35,41,-0.3572,1.57,0.3,2.17,15.26,3.42,1.1393,2945.35
6/25/2019,5.5,114.6407,17.08,3.27,3.35,40.26,-0.3572,1.52,0.29,2.17,16.28,3.42,1.1386,2917.38
6/26/2019,5.5,114.5654,15.88,3.27,3.35,38.45,-0.3572,1.56,0.28,2.17,16.21,3.42,1.139,2913.78
6/27/2019,5.5,114.6698,15.57,3.27,3.35,37.84,-0.3572,1.53,0.27,2.17,15.82,3.42,1.1372,2924.92
6/28/2019,5.5,114.5868,15.99,3.27,3.35,39.46,-0.3644,1.53,0.25,2.17,15.08,3.42,1.1374,2941.76
07-01-2019,5.5,114.7282,14.08,3.14,3.21,35.92,-0.3644,1.53,0.25,2.1,14.06,3.29,1.1307,2964.33
07-02-2019,5.5,114.8303,15.8,3.14,3.21,37.77,-0.3644,1.5,0.21,2.1,12.93,3.29,1.1301,2973.01
07-03-2019,5.5,114.818,15.89,3.14,3.21,36.72,-0.3644,1.51,0.19,2.1,12.57,3.29,1.1275,2995.82
07-05-2019,5.5,115.1178,15.07,3.14,3.21,34.7,-0.5609,1.55,0.17,2.1,13.28,3.29,1.1216,2990.41
07-08-2019,5.5,115.0299,12.99,3.14,3.21,34,-0.5609,1.55,0.17,2.1,13.96,3.29,1.1208,2975.95
07-09-2019,5.5,115.1062,13.45,3.14,3.21,30.3,-0.5609,1.56,0.15,2.1,14.09,3.29,1.121,2979.63
07-10-2019,5.5,115.0931,15.01,3.14,3.21,30.76,-0.5609,1.59,0.25,2.1,13.03,3.29,1.126,2993.07
07-11-2019,5.5,114.841,13.64,3.14,3.21,29.86,-0.5609,1.63,0.28,2.1,12.93,3.29,1.1261,2999.91
07-12-2019,5.5,114.7731,14.65,3.14,3.21,30.39,-0.5135,1.62,0.28,2.1,12.39,3.29,1.1254,3013.77
7/15/2019,5.5,114.6866,14.9,3.14,3.21,30.83,-0.5135,1.61,0.26,2.1,12.68,3.29,1.126,3014.3
7/16/2019,5.5,115.0159,14.32,3.14,3.21,32.06,-0.5135,1.63,0.26,2.1,12.86,3.29,1.1212,3004.04
7/17/2019,5.5,114.8864,16.02,3.14,3.21,34.94,-0.5135,1.6,0.23,2.1,13.97,3.29,1.1232,2984.42
7/18/2019,5.5,114.8786,17.45,3.14,3.21,33.07,-0.5135,1.6,0.27,2.1,13.53,3.29,1.1228,2995.11
7/19/2019,5.5,114.8737,15.83,3.14,3.21,34.84,-0.398,1.6,0.25,2.1,14.45,3.29,1.122,2976.61
7/22/2019,5.5,115.006,14.89,3.14,3.21,33.63,-0.398,1.59,0.25,2.1,13.53,3.29,1.1214,2985.03
7/23/2019,5.5,115.3036,14.28,3.14,3.21,32.25,-0.398,1.61,0.25,2.1,12.61,3.29,1.1156,3005.47
7/24/2019,5.5,115.2476,14.55,3.14,3.21,32.86,-0.398,1.59,0.22,2.1,12.07,3.29,1.1141,3019.56
7/25/2019,5.5,115.3022,13.54,3.14,3.21,31.95,-0.398,1.6,0.22,2.1,12.74,3.29,1.1156,3003.67
7/26/2019,5.5,115.549,12.31,3.14,3.21,32.29,-0.5259,1.57,0.22,2.1,12.16,3.29,1.1121,3025.86
7/29/2019,5.5,115.5931,13.59,3.14,3.21,31.63,-0.5259,1.57,0.21,2.1,12.83,3.29,1.1142,3020.97
7/30/2019,5.5,115.6257,14.51,3.14,3.21,30.07,-0.5259,1.58,0.21,2.1,13.94,3.29,1.1148,3013.18
7/31/2019,5.5,115.499,13.21,3.14,3.21,30.77,-0.5259,1.56,0.13,2.1,16.12,3.29,1.113,2980.38
08-01-2019,5.25,116.0543,16.01,2.79,2.85,36.43,-0.5259,1.47,0.17,1.95,17.87,2.98,1.1062,2953.56
08-02-2019,5.25,116.1908,15,2.79,2.85,35.56,-0.2876,1.45,0.14,1.95,17.61,2.98,1.1112,2932.05
08-05-2019,5.25,116.5904,16.91,2.79,2.85,37.04,-0.2876,1.39,0.16,1.95,24.59,2.98,1.1197,2844.74
08-06-2019,5.25,116.6954,16.02,2.79,2.85,36.43,-0.2876,1.4,0.13,1.95,20.17,2.98,1.1196,2881.77
08-07-2019,5.25,116.8037,18.16,2.79,2.85,38.1,-0.2876,1.38,0.12,1.95,19.49,2.98,1.1236,2883.98
08-08-2019,5.25,116.479,17.53,2.79,2.85,35.98,-0.2876,1.43,0.1,1.95,16.91,2.98,1.121,2938.09
08-09-2019,5.25,116.4466,16.64,2.79,2.85,35.14,0.2563,1.44,0.11,1.95,17.97,2.98,1.1222,2918.65
08-12-2019,5.25,116.7598,18.46,2.79,2.85,34.43,0.2563,1.39,0.07,1.95,21.09,2.98,1.1212,2883.75
8/13/2019,5.25,116.7315,17.92,2.79,2.85,33.19,0.2563,1.44,0.02,1.95,17.52,2.98,1.1182,2926.32
8/14/2019,5.25,117.0957,18.19,2.79,2.85,35.83,0.2563,1.36,0.01,1.95,22.1,2.98,1.1144,2840.6
8/15/2019,5.25,117.2278,18.72,2.79,2.85,36.2,0.2563,1.34,0.04,1.95,21.18,2.98,1.1106,2847.6
8/16/2019,5.25,117.0828,16.86,2.79,2.85,35.02,0.1719,1.34,0.07,1.95,18.47,2.98,1.1091,2888.68
8/19/2019,5.25,117.3931,14.94,2.79,2.85,32.99,0.1719,1.36,0.07,1.95,16.88,2.98,1.1096,2923.65
8/20/2019,5.25,117.377,15.42,2.79,2.85,32.34,0.1719,1.34,0.05,1.95,17.5,2.98,1.1092,2900.51
8/21/2019,5.25,117.181,15.13,2.79,2.85,32.39,0.1719,1.34,0.03,1.95,15.8,2.98,1.1098,2924.43
8/22/2019,5.25,117.3602,15.35,2.79,2.85,32.39,0.1719,1.35,0.01,1.95,16.68,2.98,1.1089,2922.95
8/23/2019,5.25,117.3058,18.36,2.79,2.85,35.2,-0.1337,1.35,0.01,1.95,19.87,2.98,1.1148,2847.11
8/26/2019,5.25,117.6711,17.54,2.79,2.85,35.42,-0.1337,1.34,0,1.95,19.32,2.98,1.1112,2878.38
8/27/2019,5.25,117.7556,17.34,2.79,2.85,33.73,-0.1337,1.36,-0.04,1.95,20.31,2.98,1.1094,2869.16
8/28/2019,5.25,117.8823,16.83,2.79,2.85,32.72,-0.1337,1.36,-0.03,1.95,19.35,2.98,1.1084,2887.94
8/29/2019,5.25,118.0682,16.31,2.79,2.85,31.82,-0.1337,1.39,-0.03,1.95,17.88,2.98,1.1059,2924.58
8/30/2019,5.25,118.163,15.45,2.79,2.85,32.16,-0.0778,1.35,0,1.95,18.98,2.98,1.0989,2926.46
09-03-2019,5.25,118.3161,16.86,2.87,2.93,35.73,-0.0778,1.29,0,1.89,19.66,3.03,1.0968,2906.27
09-04-2019,5.25,117.6777,17.27,2.87,2.93,34.56,-0.0778,1.31,0.04,1.89,17.33,3.03,1.1025,2937.78
09-05-2019,5.25,117.4823,15.72,2.87,2.93,33.5,-0.0778,1.35,0.02,1.89,16.27,3.03,1.1038,2976
09-06-2019,5.25,117.1337,14.75,2.87,2.93,33.21,-0.1439,1.35,0.02,1.89,15,3.03,1.1042,2978.71
09-09-2019,5.25,117.0649,14.76,2.87,2.93,33.28,-0.1439,1.38,0.05,1.89,15.27,3.03,1.1056,2978.43
09-10-2019,5.25,117.0932,14.62,2.87,2.93,33.55,-0.1439,1.4,0.05,1.89,15.2,3.03,1.1042,2979.39
09-11-2019,5.25,117.317,14.95,2.87,2.93,34.94,-0.1439,1.4,0.07,1.89,14.61,3.03,1.1001,3000.93
09-12-2019,5.25,116.8423,15.07,2.87,2.93,35.58,-0.1439,1.43,0.07,1.89,14.22,3.03,1.1074,3009.57
9/13/2019,5.25,116.7722,14.94,2.87,2.93,35.48,-0.4526,1.46,0.11,1.89,13.74,3.03,1.1074,3007.39
9/16/2019,5.25,117.0293,16.07,2.87,2.93,48.58,-0.4526,1.48,0.1,1.89,14.67,3.03,1.1006,2997.96
9/17/2019,5.25,116.9871,15.91,2.87,2.93,44.89,-0.4526,1.46,0.09,1.89,14.44,3.03,1.1063,3005.7
9/18/2019,5.25,116.9812,15.1,2.87,2.93,40.44,-0.4526,1.4,0.03,1.89,13.95,3.03,1.1061,3006.73
9/19/2019,5,117.0909,15.13,2.87,2.93,41.15,-0.4526,1.41,0.05,1.89,14.05,3.03,1.1046,3006.79
9/20/2019,5,117.1867,16.79,2.87,2.93,38.99,-0.2065,1.42,0.05,1.89,15.32,3.03,1.1004,2992.07
9/23/2019,5,117.3038,16.92,2.87,2.93,39.06,-0.2065,1.42,0.04,1.89,14.91,3.03,1.0991,2991.78
9/24/2019,5,117.2279,17.22,2.87,2.93,38.74,-0.2065,1.39,0.04,1.89,17.05,3.03,1.0999,2966.6
9/25/2019,5,117.6581,15.62,2.87,2.93,38.37,-0.2065,1.41,0.05,1.89,15.96,3.03,1.0949,2984.87
9/26/2019,5,117.7322,15.11,2.87,2.93,37.52,-0.2065,1.4,0.04,1.89,16.07,3.03,1.0938,2977.62
9/27/2019,5,117.7277,14.96,2.87,2.93,38.9,0.0815,1.36,0.06,1.89,17.22,3.03,1.0942,2961.79
9/30/2019,5,117.952,15.37,2.87,2.93,38.75,0.0815,1.35,0.05,1.89,16.24,3.03,1.0905,2976.74
10-01-2019,5,117.9652,15.61,2.84,2.91,38.88,0.0815,1.33,0.09,1.65,18.56,3.01,1.0932,2940.25
10-02-2019,5,117.9725,15.75,2.84,2.91,39.62,0.0815,1.29,0.12,1.65,20.56,3.01,1.0951,2887.61
10-03-2019,5,117.6659,16.33,2.84,2.91,40.4,0.0815,1.25,0.15,1.65,19.12,3.01,1.0991,2910.63
10-04-2019,5,117.5338,15.26,2.84,2.91,39.31,0.3337,1.27,0.12,1.65,17.04,3.01,1.0974,2952.01
10-07-2019,5,117.5583,15.44,2.84,2.91,39.42,0.3337,1.27,0.1,1.65,17.86,3.01,1.0984,2938.79
10-08-2019,5,117.7455,16.21,2.84,2.91,39.49,0.3337,1.25,0.12,1.65,20.28,3.01,1.0949,2893.06
10-09-2019,5,117.6886,15.73,2.84,2.91,38,0.3337,1.24,0.12,1.65,18.64,3.01,1.0978,2919.4
10-10-2019,5,117.2852,15.7,2.84,2.91,39.52,0.3337,1.29,0.14,1.65,17.57,3.01,1.1018,2938.13
10-11-2019,5,116.8289,15.72,2.84,2.91,39.65,0.0772,1.34,0.13,1.65,15.58,3.01,1.1039,2970.27
10/15/2019,5,116.8154,15.08,2.84,2.91,39.47,0.0772,1.33,0.16,1.65,13.54,3.01,1.1036,2995.68
10/16/2019,5,116.647,14.94,2.84,2.91,39.47,0.0772,1.35,0.17,1.65,13.68,3.01,1.1075,2989.69
10/17/2019,5,116.2663,14.84,2.84,2.91,37.71,0.0772,1.52,0.16,1.65,13.79,3.01,1.1129,2997.95
10/18/2019,5,116.1391,14.85,2.84,2.91,36.43,-0.2162,1.52,0.18,1.65,14.25,3.01,1.1155,2986.2
10/21/2019,5,116.0485,14.05,2.84,2.91,36.66,-0.2162,1.53,0.18,1.65,14,3.01,1.1145,3006.72
10/22/2019,5,115.9899,13.67,2.84,2.91,35.52,-0.2162,1.53,0.18,1.65,14.46,3.01,1.1138,2995.99
10/23/2019,5,116.0633,13.23,2.84,2.91,35.66,-0.2162,1.52,0.19,1.65,14.01,3.01,1.1118,3004.52
10/24/2019,5,116.1323,13.97,2.84,2.91,35.95,-0.2162,1.52,0.19,1.65,13.71,3.01,1.1098,3010.29
10/25/2019,5,116.0819,13.48,2.84,2.91,34.64,-0.1829,1.55,0.17,1.65,12.65,3.01,1.1081,3022.55
10/28/2019,5,116.0268,13.78,2.84,2.91,35.64,-0.1829,1.53,0.21,1.65,13.11,3.01,1.1094,3039.42
10/29/2019,5,115.9842,13.46,2.84,2.91,35.7,-0.1829,1.51,0.2,1.65,13.2,3.01,1.1117,3036.89
10/30/2019,5,116.168,13.17,2.84,2.91,34.36,-0.1829,1.47,0.17,1.65,12.33,3.01,1.1123,3046.77
10/31/2019,4.75,115.9168,13.39,2.84,2.91,35.84,-0.1829,1.44,0.17,1.65,13.22,3.01,1.1155,3037.56
11-01-2019,4.75,115.7356,12.86,2.87,2.94,34.37,-0.1154,1.5,0.17,1.54,12.3,3.06,1.1169,3066.91
11-04-2019,4.75,115.8669,12.45,2.87,2.94,35.63,-0.1154,1.56,0.19,1.54,12.83,3.06,1.1144,3078.27
11-05-2019,4.75,116.118,12.43,2.87,2.94,33.77,-0.1154,1.58,0.23,1.54,13.1,3.06,1.107,3074.62
11-06-2019,4.75,116.1043,12.04,2.87,2.94,33.22,-0.1154,1.57,0.2,1.54,12.62,3.06,1.1076,3076.78
11-07-2019,4.75,116.1211,12.35,2.87,2.94,31.45,-0.1154,1.61,0.24,1.54,12.73,3.06,1.1045,3085.18
11-08-2019,4.75,116.3472,12.27,2.87,2.94,31.45,-0.1719,1.63,0.26,1.54,12.07,3.06,1.1019,3093.08
11-12-2019,4.75,116.5874,11.91,2.87,2.94,33.74,-0.1719,1.6,0.26,1.54,12.68,3.06,1.1017,3091.84
11/13/2019,4.75,116.8436,11.56,2.87,2.94,35.15,-0.1719,1.58,0.25,1.54,13,3.06,1.1004,3094.04
11/14/2019,4.75,116.8062,11.83,2.87,2.94,33.94,-0.1719,1.54,0.24,1.54,13.05,3.06,1.1016,3096.63
11/15/2019,4.75,116.4441,11.23,2.87,2.94,32.42,-0.1553,1.52,0.23,1.54,12.05,3.06,1.1046,3120.46
11/18/2019,4.75,116.3665,11.55,2.87,2.94,33.68,-0.1553,1.54,0.21,1.54,12.46,3.06,1.1079,3122.03
11/19/2019,4.75,116.5433,11.5,2.87,2.94,32.94,-0.1553,1.53,0.19,1.54,12.86,3.06,1.1075,3120.18
11/20/2019,4.75,116.8324,11.55,2.87,2.94,32.2,-0.1553,1.51,0.17,1.54,12.78,3.06,1.1063,3108.46
11/21/2019,4.75,116.7478,11.37,2.87,2.94,31.59,-0.1553,1.53,0.17,1.54,13.13,3.06,1.1067,3103.54
11/22/2019,4.75,116.918,11.32,2.87,2.94,32.38,-0.0836,1.53,0.16,1.54,12.34,3.06,1.1029,3110.29
11/25/2019,4.75,117.0141,11.15,2.87,2.94,31.9,-0.0836,1.53,0.15,1.54,11.87,3.06,1.1009,3133.64
11/26/2019,4.75,117.0561,10.76,2.87,2.94,31.25,-0.0836,1.52,0.16,1.54,11.54,3.06,1.1012,3140.52
11/27/2019,4.75,117.1323,10.3,2.87,2.94,30.82,-0.0836,1.54,0.14,1.54,11.75,3.06,1.1002,3153.63
11/29/2019,4.75,117.1249,10.71,2.87,2.94,36.73,-0.2376,1.5,0.17,1.54,12.62,3.06,1.1019,3140.98
12-02-2019,4.75,116.9695,10.77,2.86,2.92,34.97,-0.2376,1.54,0.22,1.54,14.91,3.01,1.1075,3113.87
