DATE,Actual,Prediction
2019-04-24,2927.25,2926.332648
2019-04-25,2926.17,2919.694461
2019-04-26,2939.88,2950.911046
2019-04-29,2943.03,2941.778953
2019-04-30,2945.83,2952.371694
2019-05-01,2923.73,2912.969919
2019-05-02,2917.52,2906.343706
2019-05-03,2945.64,2941.044991
2019-05-06,2932.47,2919.201302
2019-05-07,2884.05,2886.731658
2019-05-08,2879.42,2867.610228
2019-05-09,2870.72,2874.723842
2019-05-10,2881.4,2870.007138
2019-05-13,2811.87,2805.558655
2019-05-14,2834.41,2830.103495
2019-05-15,2850.96,2849.232197
2019-05-16,2876.32,2880.526555
2019-05-17,2859.53,2870.752076
2019-05-20,2840.23,2826.290941
2019-05-21,2864.36,2851.598002
2019-05-22,2856.27,2850.784597
2019-05-23,2822.24,2829.608422
2019-05-24,2826.06,2827.668284
2019-05-28,2802.39,2800.598213
2019-05-29,2783.02,2774.732819
2019-05-30,2788.86,2793.484005
2019-05-31,2752.06,2755.792968
2019-06-03,2744.45,2743.642762
2019-06-04,2803.27,2802.108044
2019-06-05,2826.15,2824.705416
2019-06-06,2843.49,2847.920873
2019-06-07,2873.34,2865.404106
2019-06-10,2886.73,2888.957145
2019-06-11,2885.72,2879.457365
2019-06-12,2879.84,2889.660241
2019-06-13,2891.64,2880.857751
2019-06-14,2886.98,2887.453416
2019-06-17,2889.67,2903.939537
2019-06-18,2917.75,2912.967322
2019-06-19,2926.46,2937.065999
2019-06-20,2954.18,2967.69886
2019-06-21,2950.46,2955.496112
2019-06-24,2945.35,2932.484139
2019-06-25,2917.38,2914.161451
2019-06-26,2913.78,2920.644573
2019-06-27,2924.92,2913.794601
2019-06-28,2941.76,2929.390951
2019-07-01,2964.33,2971.894687
2019-07-02,2973.01,2970.960153
2019-07-03,2995.82,2993.300311
2019-07-05,2990.41,3000.699174
2019-07-08,2975.95,2976.611148
2019-07-09,2979.63,2969.848234
2019-07-10,2993.07,2989.535013
2019-07-11,2999.91,2989.769047
2019-07-12,3013.77,3008.771851
2019-07-15,3014.3,2999.911768
2019-07-16,3004.04,3009.834676
2019-07-17,2984.42,2994.374208
2019-07-18,2995.11,3008.076543
2019-07-19,2976.61,2972.139725
2019-07-22,2985.03,2977.726576
2019-07-23,3005.47,3014.807503
2019-07-24,3019.56,3023.881207
2019-07-25,3003.67,3009.624762
2019-07-26,3025.86,3025.435901
2019-07-29,3020.97,3028.738123
2019-07-30,3013.18,3024.563629
2019-07-31,2980.38,2994.235589
2019-08-01,2953.56,2954.819239
2019-08-02,2932.05,2926.558077
2019-08-05,2844.74,2853.923823
2019-08-06,2881.77,2895.869938
2019-08-07,2883.98,2877.275305
2019-08-08,2938.09,2939.435757
2019-08-09,2918.65,2913.987468
2019-08-12,2883.75,2870.224379
2019-08-13,2926.32,2914.069136
2019-08-14,2840.6,2833.106637
2019-08-15,2847.6,2855.594843
2019-08-16,2888.68,2886.659381
2019-08-19,2923.65,2919.679175
2019-08-20,2900.51,2911.620445
2019-08-21,2924.43,2915.570956
2019-08-22,2922.95,2914.703588
2019-08-23,2847.11,2851.440139
2019-08-26,2878.38,2881.954228
2019-08-27,2869.16,2860.390569
2019-08-28,2887.94,2897.696555
2019-08-29,2924.58,2932.585453
2019-08-30,2926.46,2925.180276
2019-09-03,2906.27,2909.550201
2019-09-04,2937.78,2935.065544
2019-09-05,2976,2986.121307
2019-09-06,2978.71,2964.746677
2019-09-09,2978.43,2964.353372
2019-09-10,2979.39,2985.342437
2019-09-11,3000.93,3012.627062
2019-09-12,3009.57,2997.999876
2019-09-13,3007.39,3001.30106
2019-09-16,2997.96,2997.155102
2019-09-17,3005.7,2992.897513
2019-09-18,3006.73,3014.661352
2019-09-19,3006.79,2993.718971
2019-09-20,2992.07,2983.966175
2019-09-23,2991.78,3001.860742
2019-09-24,2966.6,2965.529668
2019-09-25,2984.87,2993.71055
2019-09-26,2977.62,2970.340368
2019-09-27,2961.79,2971.606179
2019-09-30,2976.74,2968.815121
2019-10-01,2940.25,2951.913185
2019-10-02,2887.61,2896.61504
2019-10-03,2910.63,2897.922007
2019-10-04,2952.01,2959.300588
2019-10-07,2938.79,2928.148402
2019-10-08,2893.06,2899.748096
2019-10-09,2919.4,2918.893919
2019-10-10,2938.13,2946.192129
2019-10-11,2970.27,2984.779833
2019-10-15,2995.68,3005.979808
2019-10-16,2989.69,2979.606172
2019-10-17,2997.95,3003.744294
2019-10-18,2986.2,2972.169927
2019-10-21,3006.72,2998.662539
2019-10-22,2995.99,3004.851874
2019-10-23,3004.52,3012.923026
2019-10-24,3010.29,3020.051357
2019-10-25,3022.55,3018.056009
2019-10-28,3039.42,3031.711029
2019-10-29,3036.89,3027.627265
2019-10-30,3046.77,3034.517273
2019-10-31,3037.56,3048.239849
2019-11-01,3066.91,3068.713362
2019-11-04,3078.27,3079.821468
2019-11-05,3074.62,3078.755454
2019-11-06,3076.78,3083.977343
2019-11-07,3085.18,3083.137309
2019-11-08,3093.08,3090.843635
2019-11-12,3091.84,3095.39002
2019-11-13,3094.04,3089.990561
