DATE,Actual,Prediction
2022-04-18,4391.69,4390.152724
2022-04-20,4459.45,4447.343692
2022-04-21,4393.66,4339.733177
2022-04-22,4271.78,4291.027768
2022-04-26,4175.2,4215.796176
2022-04-29,4131.93,4114.911628
2022-05-02,4155.38,4121.499652
2022-05-05,4146.87,4102.706317
2022-05-09,3991.24,4001.92775
2022-05-10,4001.05,3976.78437
2022-05-12,3930.08,3949.02996
2022-05-13,4023.89,4015.721583
2022-05-17,4088.85,4075.060929
2022-05-20,3901.36,3937.979926
2022-05-23,3973.75,3979.169808
2022-05-24,3941.48,3994.248039
2022-05-25,3978.73,3978.634326
2022-05-27,4158.24,4127.324022
2022-05-31,4132.15,4112.582305
2022-06-01,4101.23,4063.310197
2022-06-02,4176.82,4145.125199
2022-06-03,4108.54,4123.96276
2022-06-06,4121.43,4131.07924
2022-06-07,4160.68,4128.374827
2022-06-08,4115.77,4120.64611
2022-06-09,4017.82,4051.633959
2022-06-10,3900.86,3948.202495
2022-06-13,3749.63,3801.074358
